id,name,descriptions
280154,"India Gate Basmati Rice Dubar, 1kg","Basmati rice on cooking becomes soft and fluffy texture
  and gives out a pleasant aroma and delicious taste and distinct flavor"
293304,Fine Food Sago 500g,"Sago is extracted from tropical palms, It’s versatile and a primary source of carbs in some parts of the world."
300440,Daawat Super Basmati Rice 1kg,"The Super basmati rice gives out a pleasant aroma and delicious taste and distinct flavor 
 It makes the meals from ordinary to extraordinary."
300441,"Daawat Rozana Super Basmati Rice, 5kg","This Super basmati rice gives out a pleasant aroma , delicious taste and distinct flavor 
 It makes the meals from ordinary to extraordinary."
301278,"Daawat Pulav Basmati Rice, 1kg","This long and slender basmati rice on cooking becomes soft and fluffy texture
  and gives out a pleasant aroma and distinct flavor 
 It makes the pulav taste extraordinary."
301970,"24 Mantra Organic Red Poha (Flattened Rice), 500 g","Red Poha/Flattened Rice is a rich source of iron,antioxidants,essential Vitaminsand other nutrients required 
 by our body.It is also gluten free and is ideal for those with 
  lifestyle diseases and health problems."
308609,"Daawat Brown Basmati Rice, 1kg Jar","Brown basmati is comparitively better choice for your health than
  white basmati rice as it decreases the risk of lifestyle diseases."
320453,"Pro Nature Organic Beaten Rice Poha Thin, 500 g","Organic Beaten Rice or Poha is a healthy choice as they are 100% natural and Pesticide free.Poha is devoid of fat and lactose and promotes heart health.
 It is an ideal choice for those who are allergic to wheat products as it is gluten free."
321594,Aro Thick Poha 1 kg,"Poha is a rich source of antioxidants,essential Vitaminsand other nutrients required 
 by our body.It is also gluten free and is ideal for those with lifestyle diseases and health problems."
336320,"24 Mantra Organic Sonamasuri Raw Rice Polished, 10kg","Sonamasoori raw rice polished is comparitively low in calorie than
 long-grain or Basmati rice. It is also easy on digestive system
  and aids weight loss"
337072,"Daawat Dubar Basmati Rice(Old), 1kg","The Old basmati rice on cooking becomes soft and fluffy texture
  and gives out a pleasant aroma and delicious taste and distinct flavor 
 making the meals from ordinary to extraordinary."
339013,"24 Mantra Organic Ancient Grains - Little Millet, 500 g Carton","Little millet is a good source of magnesium
 which promotes heart health.The presence of Vitamin B3 (niacin) 
in little millet  lowers cholesterol. 
Little millet is incredible source of phosphorus which 
aids in  fat metabolism, body tissue repair and boosts energy"
346443,Fortune Everyday Basmati Rice 1 kg,The Everyday basmati rice becomes soft and fluffy when cooked .It gives out pleasing aroma and and distinct flavor making the meal delicious and tasty.
346447,Fortune Rozana Basmati Rice 5 kg,The Rozana basmati rice turns soft and fluffy when cooked .It gives out pleasing aroma and and distinct flavor making the everyday meal delicious and tasty.
346515,Kiran Gold Sona Masoori Raw Rice -10 kg,"Sonamasoori is comparitively low in calorie than
 long-grain or Basmati rice. It is also easy on digestive system
  and aids weight loss."
351202,"GTS Original Bullet Kolam Raw Rice, 10kg","Bullet Kolam Rice is good for everyday meals, and goes well with curry
 or even as dal khichdi. It is low on glycemic index, thus making it ideal for those with diabetes ."
380134,Pro Nature 100% Organic Red Beaten Rice ( RedPoha ) 500 g,"Red Beaten Rice/Red Poha is a rich source of iron,antioxidants,essential Vitaminsand other nutrients required 
 by our body.It is also gluten free and is ideal for those with lifestyle diseases and health problems."
380153,"Pro Nature 100% Organic Puffed Rice, 200 g","Puffed Rice is an incredible source of fibre, protein and carbohydrates. It is low in calories but
  high in vitamins and minerals.You can make a healthy and energetic snack combining it with tomato, cucumber 
 and mint chutney."
387347,Zeeba Extra Long Premium Basmati Rice 1 kg,"The Extra long Premium basmati rice has a soft and fluffy texture on cooking
  with a pleasant aroma , delicious taste and distinct flavor"
392991,Sree Bell Sona Masuri Rice 10 kg,"Sonamasoori is comparitively low in calorie than
 long-grain or Basmati rice. It is also easy on digestive system
  and aids weight loss."
395229,INDIA GATE Select Premium Basmati Rice -5 Kg,"All Indian kitchens veg or non veg needs their secret ingredient to make the yummiest biryanis and pulavs and thats India Gate Basmati Rice. Its an aged rice when cooked comes out longer, softer and fluffier.
"
401675,Zeeba Tibar Basmati Rice 1 kg,Enjoy your biryanis and pulavs without the worry of gluten as Zeeba Tibar Basmati rice comes gluten-free. The best-flavored rice for your special occasions and regular consumption.
401677,Zeeba Tibar Basmati Rice 5 kg,Enjoy your biryanis and pulavs without the worry of gluten as Zeeba Tibar Basmati rice comes gluten-free. The best-flavored rice for your special occasions and regular consumption.
401683,Zeeba Dubar Basmati Rice Bag 5 kg Basmati Rice (Steam) 5 kg,
402729,"Pro Nature 100% Organic Sonamasoori Rice, 5kg","Sona Masoori raw rice, one of the best for daily consumption mostly grown in Karnataka and AP. Less in fat and sodium, and easy for bowel movement"
402730,"Pro Nature 100% Organic Sonamasoori Rice, 1kg","Sona Masoori raw rice, one of the best for daily consumption mostly grown in Karnataka and AP. Less in fat and sodium, and easy for bowel movement"
403545,"Kohinoor Dubar Authentic Basmati Rice, 1 kg Pack",Kohinoor Dubar Authentic Basmati Rice is the ultimate choice of everyone who loves to cook. This rice has aged naturally which adds to its flavor and taste. A must try for all foodies
343957,Sandwitch Bread 800 g,"Enjoy the yummy true sandwich bread slightly moist , with a medium crumb that is healthy and wholesome bread for all."
343964,Milk Bread 400 g,"Bread that is tender and Moist, with medium crust and the goodness of milk."
343971,Whole Wheat Bread 400g,Make your breakfast healthy and wholesome with Fresh and tasty whole wheat Bread
344099,Burger Bun 6 Pieces 70g,The best kind of bun for a burger made from best quality ingredients to make delicious burger that tastes unparalleled
344106,Pav Bun 200 g,Super soft and fresh Pav that will become your instant favorite and makes you want more
259985,"Britannia Bar Cake Gobbles Choco Chill, 120g","This Choco chill bar cake is super delicious, rich and melts in your mouth"
264427,"Winkies Cake - Chocolate Cake Slice, 130 g",Feel the richness and smoothness of chocolate with each bite of soft and delicious cake slices
281872,Britannia Yummy Fruity Fun Fruit Bar Cake 130 g,"Enjoy super delicious Cakes with fruity flavour that is 
  fresh and healthy ,"
334397,"Britannia Cake - Butter Blast, 55g Pack","With each bite feel the richness and smoothness of butter which
  gives mouth-watering flavour."
334398,Britannia Milky Masti Bar Cake 55g,"Soft and super delicious milk cake bars with the goodness of milk. 
 Enjoy the richness and smoothness of milky masti with each bite!"
334399,"Britannia Choco Chill Cake, 55g","Choco Chill Cakes are soft ,spongy and fluffy that deliciously
  melts in your mouth and made with fresh and healthy products."
334400,"Britannia Cake, Fruity Fun, 55 g","Enjoy super delicious Cakes with fruity flavour that is 
  fresh and healthy and melts in the mouth."
334401,"Britannia Cake, Pineapple Plunge, 55 g","Mouth Watering delicious Cakes with the punch of pineapple flavour that is 
  fresh and healthy ."
334402,"Britannia Cake - Orange Bites, 55 g Pouch","Orange Bites are soft ,delicious cake slices with the tangy orange flavour, healthy natural ingredients and mouth watering flavour."
336835,"Britannia Cake - Nuts and Raisin Romance, 160g Pack",Nuts and Raisins Romance Cake is a delicious blend of crunchiness and softness with a dash of tangy orange peel in every slice
340613,"Winkies Centre Filled Cake - Vanilla Cream, 35g Pack","This soft and super delicious cake filled with vanilla cream in the centre,
  feel the richness and smoothness of vanilla cream with each bite."
354467,"Britannia Cake - Nuts and Raisin Romance, 60g Pack",Nuts and Raisins Romance Cake is a delicious blend of crunchiness and softness with a dash of tangy orange peel in every slice
354493,"Britannia Cake - Choco Muffills, 35g",This soft and spongy healthy snack is made from natural ingredients and enjoyed by all age groups. Tastes best with a glass of milk!
354494,"Britannia Cake - Strawberry Muffills, 35g",This rich and moist eggless Muffills are filled with delightful and gooey strawberry oozing from the centre .
379218,"Bauli Moonfils, Orange, 45 g",Bauli Orange Moonfils are soft and delicious Italian Puff filled with the tanginess of rich orange cream .This baked delicacy has the goodness of milk and eggs.
393172,"Modern Fruit Fusion Cake, 55g",Have fun and enjoy a guilt free snack with this Fruit fusion cake filled with mixed fruit!
393185,"Modern Fruit Fusion Cake, 130g","Have fun with every bite of this Fruit fusion cake filled with mixed fruit -a guilt free snack anytime,everytime!"
400392,Brit Rollyo Chocolate Cake 30 g,"Perfect blend of cream and cake,this soft and delicious snack is ideal for kids !"
405495,Bauli Spyroll 33 G,Soft spongy cake wrapped around with a mouth watering Choco cream in a yummy Chocolate base!
410915,Elite Chcocolate Cake 120 g,This soft and fluffy chocolate bar cake combines the goodness of milk and tempting chocolate taste and is a delectable delight for kids!
410917,Elite Orangechoclote Cake 120 g,Enjoy the irresistible taste of gooey chocolate and tangy orange flavour in soft and moist cake! A truly tempting dessert for everyone!
410919,Elite Orange Fruit Cake 100 g,"Super delicious ,rich moist and soft cake with the goodness of fruits and fine ingredients making each bite truly heavenly!"
410920,Elite Pineapple Fruitcake 100 g,Soft and delicious cake with the goodness of milk and fruits making you fall in love with its taste!
414092,"Parle Happy Happy Egg Cake - Vanilla, 40 g Pouch",This sweet Cake is spongy and juicy and melts in your mouth.The vanilla flavoured cake is a perfect teatime partner .
414096,"Parle Happy Happy Cake, Tutti Fruity, 100g",Treat your taste buds with this delicious and soft cake with lots of tuttti fruity bits to bite in along with your tea or coffee!
417542,Ribbon Duet Cake 120 g,Your perfect teatime partner-Bite into the delicious Ribbon Cake slices with the dual flavours of chocolate and orange!
417547,"Winkies Marble Slice Cake, 120 g",Indulge in this delicious marble cake made of choiciest cocoa beans and vanilla!
418602,Baker Street Vanilla Cake 30 g,Soft and Super delicious mouth-watering vanilla cake that are best in taste!
418603,Baker Street Strawberry Cake 30 g,This rich and moist Strawberry Cakes have delightful and gooey strawberry and real whipped cream .
418604,Baker Street Mix Fruit Cake 30 g,The goodness of fruits along with the taste of soft and yummy cakes make you fall in love with every bite!
418605,"Baker Street Center Filled Cake - Orange Fantasy, 37 g",Enjoy the moments of health and happiness in every bite of soft cake filled with tangy orange cream!
419229,"Winkies Layer Cake - Orange, 15 g",Experience the tangy taste of orange cream generously spread between two layers of sponge cake !
419230,"Winkies Layer Cake - Chocolate, 15 g",Enjoy the rich feel of creamy chocolate spread generously in two layers when you bite into this chocolate layer cake!
419888,Sunfeast Bounce Choco Cake 17 g,"These sandwich, layer choco cakes are ideal snacks anytime.The soft cakes are filled with tasty and delicious cream with unique flavors."
421919,"Winkies Mini Swiss Roll Cake, 30g","This soft, delicious swiss roll cake, tastes heavenly with vanilla cream and real strawberry jam rolled into the moist sponge cake."
423741,"Winkies Cake NOVO Finger - Chocolate, 25 g",This mouth watering Chocolate cake finger contains butter chocolate and is soft and moist.Experience the joy of biting into a cake with gooey chocolate cream inside!
312169,Britannia Premium Bake Rusk 200 g,Kick start your day with a perfect crunch of Premium Bake rusk and pack yourself with energy throughout the day!
336135,Fine Life Premium Bake Rusk 200 g,"Crunchy and hard yet sweet, this premium bake rusk complement as a perfect tea time partner anytime!"
336136,Fine Life Premium Rusk 300g,"Dip your premium rusk into your cup of tea to experience
 a blend of taste and joy."
350101,Fine Life Elaichi Rusk 300g,"Perfect teatime partner!You can also enjoy the Elaichi Rusk with jam, jelly or butter for a 
 quick and crispy snack!"
350102,Fine Life Milk Rusk 300g,Kick start your day with Milk rusk and enjoy the goodness of milk packed with energy and nutrition!
359612,"Parle Rusk, Elaichi, 200g","Try these delicious rusks rusks that elevate your normal rusk with a dash of Elaichi and added crunch!
  everyday rusk with a pinch of Elaichi and added crunch."
359629,"Parle Rusk, Elaichi, 273g","Crunchy and Delicious!Dip your Elaichi rusk in your cup of tea to experience the
 perfect harmony of taste and pleasure!"
368666,Britannia Premium Bake Milk Rusk 182 g,"Crunchy and loaded with the goodness of milk and wheat, the milk rusk
  gives you wholesome tea time experience."
405266,Parle Premium Rusk Real Elaichi 400 g,"These Rusk Real Elaichi are delicious and makes the ordinary
  rusk extraordinary with a pinch of Elaichi and added crunch."
104607,"Amul Processed Cheese EOE Tin, 400g","Enjoy the delectable and creamy processed cheese rich in nutrients and made from high qualitymilk using latest techology. 
  It is very healthy and 100 % vegetarian."
104615,"Amul Cheese Easy - Open Chiplet, 200g","Cheese is an incredible source of calcium proteins besides elevating the taste of dishes. 
 It is great on sandwiches when paired with slices of cucumber and tomato."
104617,"Amul Pizza Cheese - Mozzarella Block, 1 kg Pouch","Pizzas taste better with Mozzarella Cheese and also enhances its taste and flavor .
  Make your Pizzas more tempting and cheesy by using Mozzarella cheese!"
104707,"Amul Gold Milk - Homogenised Standardised, 1L Carton",Homogenized Milk is wholesome and thick without any water content. It is a good source of protein and calcium.It is safe to use as there is no chemical or preservatives added.
104708,"Amul Slim n' Trim Skimmed Milk, 1L","It is ideal for people with life style diseases and also for those who are calorie conscious . Absolutely no Cholestrol, no bacteria and dont have to boil and ready to use!"
104759,"Amul Cheese - 5 Slices, 100g","Arguably one of the best source of nutrition,cheese slices can be snacked on its own or complimented with sandwich, toast ,crackers etc"
104808,"Amul Cheese - Processed Slices, 200g Pouch","Delectably creamy and made from superior quality milk ,this processed cheese slices are 100% vegetarian and ideal to flavour spicy and hot recipes"
104821,"Amul Cheese - Pepper, 200g Pack",This spicy cheese gives a delightful punch with the unique flavour of salt and spicy pepper along with creamy and smooth cheese
104823,"Amul Cheese Spread Yummy Plain, 200g","Cheese spread is ideal to fix a healthy,quick and easy breakfast or snack spread onto your bread,crackers,veggies or toast and enjoy a yummy treat for your tummy!"
104833,Amul Shrikhand Elachi 500g,"Enjoy this thick, creamy and smooth Indian dessert made with flavoured curd without cooking!"
104839,"Amul Shrikhand Kesar, 500g Box",This delicious and simple dessert recipe made with thick flavoured curd is one dessert that makes us crave for more!
104840,"Amul Shrikhand Mango, 500g Box",The amazing and ultimate taste of the Shrikhand mango is irrestible and makes you want more. This whole milk product made out of curd is not only delicious but also healthy.
104860,Amul Butter - Pasteurized 100 g,"Pasteurized Butter is made up of pure milk fat and is
 extremely creamy"
104862,"Amul Butter - Pasteurised, 500g (Pack of 30)","Pasteurized Butter is a delicious spread and an essential
  ingredient in baking and enhances food items."
104864,"Amul Butter - Pasteurised, 500g","Pasteurized Butter is creamy and contains pure milk fat .It is
  used in baking and also to elevate the taste in many recipes"
104956,"Britannia Cheese - Slices, 100g Pouch","Soft Cheese Slices , temptingly delicious and creamy with the goodness of cow's milk that add perfect flavour to your favorite food."
104960,"Britannia Cheese Block, 400 g","Cheese Block with a smooth and creamy texture, 100% fresh cow's milk that is perfect for yummy treat!"
118774,Nestle A+ Slim Milk Tetrapack 1 L,"Rich with protein and calcium, A+ Slim milk is ideal to be included in the daily diet."
124870,Britannia Cheese - Slices 200g Pouch,"Cheese slices is one of the best source of nutrition which can be snacked on its own or complimented with sandwich, toast ,crackers etc"
124871,"Britannia Cheese for Pizza, 200g Box",Give that extraordinary flavour to your Pizza with Cheese that enhances its taste and makes it even more tempting and cheesy !
125546,Nestle Everyday Dairy Whitener Pouch 1 kg,Good quality powdered milk that completely blends into the tea and coffee.Easy and quick to make with or without sugar
127362,"Britannia Cheese - Cubes, 200g Pack",You can grate it and add it to make your dishes thick and creamy or serve along with fruit or vegetable slices as cubes .Either ways cheese cubes are nutritious and ideal for parties!
128596,"Rich Whip Topping, 2kg Carton","Whip topping is incredibly smooth and delectable. Let your Cakes and desserts glow and shine with whip topping 
  finish and it is so easy to use!"
146775,Sofit Soya Milk Natural 1 L,Soya milk contains essential nutrients to meet your daily energy requirements.It has no cholestrol and suits those who have lactose intolerance.
161897,Amul Delicious Margarine 500 g,"Perfect substitute for butter ,margarine is a delicious spread made from vegetable oil .It is used for baking ,cooking and flavouring food items."
161898,Amul Delicious Margarine 100 g,Margarine is a perfect substitute for butter - is a cholestrol free fat spread that is delicious and healthy.
161899,Amul Masti Butter Milk 200 ml,Masti Buttermilk is a refreshing milk based healthy thirst quencher. It is convenient to carry and low in calories.It is loaded with natural ingredients and rejuvenates you instantly.
175116,"Sofit Soya Milk Kesar Pista, 1L","Enjoy delicious kesar Pista flavoured Soya milk and get you daily dose of essential nutrients.It is lactose free, zero cholesterol and no added preservatives"
175118,"Sofit SOYA Milk Chocolate, 1 L","Enjoy the goodness of Soya milk in chocolate flavour! Incredible source of 
 protein and essential amino acids with no gluten or lactose ."
1805255,Amul Masti Spiced Butter Milk Tetra Pack 1L,Spiced butter milk is a quite popular yogurt drink . This refreshing drink is mildly spiced and is the ideal way to take the heat off during summers.
184607,Good Life Uht Milk 1 L,Ultra High temperature or UHT Milk is bacteria free and maintains high standard in quality.It is suitable for all age groups and requires no boiling or refrigeration
200952,"Nandini Butter Milk, 200ml - Pack of 27","Buttermilk is tasty and refreshing health drink made from superior curds and is blended with spices in the right proportion and quantity
  It is healthy and helps in digestion."
205215,"Nestle UHT Toned Milk Carton, 1L (Pack of 12)",Unique heat treated Toned Milk is wholesome and preserves nutrients.It is hygienic and can be consumed straight from the pack.It has no chemicals or added preservatives .
205854,"Amul Fresh Cream, 1 L Carton (Pack of 12)","For mouth watering ,creamy and yummy desserts and dishes add Amul Fresh cream! Ideal for parties and festive occasions"
213246,Nandini Curd Pouch 500 ml,This fresh curd is made from pasteurized toned milk and tastes exactly the way it is prepared at home.
228523,"Amulya Dairy Whitener, 500g Carton",Highly nutritious powdered milk that is a favourite among the tea and coffee lovers around.Contains skimmed milk and sugar in perfect proportion
228529,"Amul Mithai Mate, 400g","This sweet condensed milk is made from pure milk fat and is a perfect mate for your desserts.
  It is made from skimmed milk to reduce the calories in your sweet dish."
229136,"Amul Cheese - Cheese Slice, 750g","A great source of proteins and calcium, cheese can be snacked as slices or paired with fruits
 or even added to omelettes, pizza, or any dish of your choice!"
229771,"Amul Butter - Pasteurised, 100g Pack","Use it as a delicious bread spread, to elevate the taste of dishes or for baking products-
 this smooth creamy butter makes anything ordinary to extraordinary!"
242667,"Nandini Butter - Salted, 500g Carton","This salted butter is rich,healthy and wholesome with low calories and great taste.
  Enjoy it with your breakfast and give your day a great start!"
242668,"Nandini Pasteurised Butter - Unsalted, 500g","This all-purpose pasteurised unsalted butter gives that perfect sweet cream flavour for all your dishes- be it in baking, cooking or
 topping."
242671,Goodlife Uht Milk Fino 500 ml,"This high quality and fresh milk is ideal for direct consumption or can be added to desserts ,puddings,tea or coffee"
242672,"Nandini Butter - Unsalted, 200g Carton","Enjoy the amazing taste of soft and smooth unsalted butter 
 made from pasteurized cream. An absolute must for all delicious bakes and cakes!"
242673,"Nandini Good Life Milk, Slim, 500ml","Packed with essential nutrients required for growth and development, this slim milk is perfect for weight watchers and senior citizens."
245509,Dabur Hommade Coconut Milk- Goodness of 2 Creamy Coconuts-200 ml,"This thick and creamy coconut milk is made from best quality coconuts and packed in hygienic conditions.
  The coconut milk is the first extract and gives your dishes a rich flavour and creamy texture."
249163,"Amul Butter - Pasteurised, 500g Carton",
257399,"Nandini Milk - Strawberry, 200ml Carton",Strawberry Flavoured Milk is a hygienic and healthy flavoured milk. It is a nutritious all season drink for everyone.
257406,"Nandini Flavored Milk - Pista, 200ml",Pista Flavoured Milk is a delightful and nutritious treat.It is hygienic and healthy flavoured milk perfect for all age groups any season .
257407,"Nandini Flavored Milk - Badam, 200ml Bottle","A nutritious and all season drink,this badam flavoured milk is healthy and delicious treat which is packed in hygenic conditions."
258585,"Amulya Dairy Whitener, 1kg",Highly nutritious powdered milk that is a favourite among the tea and coffee lovers around.Contains skimmed milk and sugar in perfect proportion
263164,"Amul Lassi Tetra Pack, 1L (Rose Flavour))","This yummy Rose flavoured lassi is an easy to carry sweet and fragrant refreshing drink.
  It is healthy and tasty traditional Indian drink which can be enjoyed all round the year"
264233,"Sofit SOYA Milk - Kesar Pista, 200ml Carton",Kick start your day with this delicious and nutritious kesar pista flavoured soya milk.It is free from cholesterol and gluten and is ideal for those with lactose intolerance.
264235,"Sofit Milk Chocolate, 200ml","This milk chocolate drink keeps you healthy and energetic .It contains proteins and essential nutrients
 to meet your daily requirements.It is free from lactose and cholesterol with no added preservatives."
264237,"Sofit SOYA Milk, Sugar Free, 200ml","Soya Sugar free milk is a delicious health drink for everyone in the family.Enjoy good health with good taste and bid good bye to diseases and weight issues.
  Good taste and great health"
264679,"Milky Mist Paneer , 200g","Paneer is a rich source of proteins and calcium and is also known as Indian cottage cheese. This chewy ,soft and delicious dairy product is healthy and made under hygienic conditions ."
266065,"Nestle Everyday Dairy Whitener, 400g Pouch","This dried milk powder elevates the taste of your tea to a different level! Blends well with the tea to give you a
  tastier and thicker cup of tea"
266070,"Nestle Milk maid Sweetened Condensed Milk, 400g Tin","This sweetened partially skimmed condensed milk is a perfect dessert partner to prepare Indian
 and Western desserts .Its creamy texture gives better consistency than milk for desserts."
269370,Milky Mist Paneer - 500g,Enjoy the soft and pleasant aroma of nutritious Paneer .It is a healthy dairy product made from pure milk under hygienic conditions .
270620,"Nandini Paneer, 200 g Pouch","An incredible source of protein and fat , Paneer is highly nutritious,delicious and has a smooth and soft texture!"
270621,Nandini Paneer 1 kg,"Indian Cottage Cheese which can fit into any recipe or any occasion in every kitchen-use it in desserts or as filling in parathas
 or make delectable and wonderful dishes on any day or everyday!"
274500,"Sofit SOYA Milk - Vanilla, 200ml","Soya milk contains essential nutrients to meet your daily energy requirements.It has no cholestrol and suits those who have lactose intolerance. Enjoy Soya milk in vanilla flavour, high in protein and essential amino acids with no gluten or lactose ."
274920,"Sofit SOYA Milk Vanilla, 1L",Good taste and good health go hand in hand.Loaded with minerals and nutrients this vanilla flavoured Soya milk is a delicious wholesome drink. Make it a part of your daily diet and stay on healthy
275290,Britannia Cream Processed Cheese Pouch 180 g,"Enjoy the goodness of pure milk in this Processed Cheese Pouch.It is healthy and creamy cheese that blends well to give
  that perfect cheesy taste to food."
154902,"Amul Ice Cream - Alphonso Mango, 750ml (Buy 1 get 1)",This delicious and creamy ice cream is made from handpicked fresh alphonso mangoes and is an absolute delight!
298976,"Amul Ice Cream - Vanilla Royale, 2L Carton",Relish the rich and creamy vanilla ice cream made with the finest quality vanilla!
299025,"Amul Ice Cream, Vanilla Magic, 1L",The rich and unique vanilla flavour blend with pure creamy milk gives a truly delicious and unforgettable ice cream experience.
302077,"Amul Ice Cream - Chocolate, 750ml Pack (1+1)",This Chocolate Ice Cream is made from real milk and premium chocolates.
334113,"Amul Ice Cream, Butter Scotch Bliss, 1L","Enjoy the delight and real taste of Butterscotch in this yummy Butterscotch Bliss Ice cream.
  It is a perfect treat to beat the heat!"
337427,"Amul Ice Cream - King Alphonso, 1 L Box",Goodness of Real milk blended with fresh Alphonso mango pulp.A must have for all!
363853,"Amul Ice Cream - Butterscotch, 750ml Pack","Enjoy guilt free pure indulgence of this Ice cream Butterscotch bliss -a crunchy creamy delight for ice cream lovers , filled with the goodness of real milk and cashewnuts."
364126,"Amul Ice Cream - Vanilla Royale, 750ml (Buy 1 get 1)","This smooth and creamy ice cream offers Mood lifting yumminess with
  the royal taste of Vanilla with the goodness of real milk ice cream"
364127,Amul Cookies N Cream Gold Ice Cream 750mlx2 (Offer : B1g1) (Pack Of 2),"Bring alive the child in you and enjoy the heavenly combination of rich delicious Cookies dipped 
  in delicious creamy Vanilla ice cream ."
377279,"Amul Ice Cream - Roasted Almond, 1 L",Enjoy the exotic combination of smooth creamy ice-cream and crunchy roasted almond flavour!A real lip smacking desert!
377280,"Amul Ice Cream - Choco Chips, 1L Carton","This Choco Chips Real Ice Cream satisfies your taste buds with the chocolate chips mixed in the 
  dark and rich chocolate ice cream."
404379,"Amul King Alphonso Gold Ice Cream, 1 L Tub",Treat your friends and family with this creamy delicious ice cream -Goodness of Real milk blended with the pulp of hand picked fresh Alphonso mango!
404386,"Amul Caramel Chocolate Gold Ice Cream, 1 L Tub",Delectable Caramel chocolate Real milk ice cream that's enough to satisfy the sweet cravings of all your friends. Indulge in the amazing taste of this dessert that pleases your tastebuds.
404387,"Amul Butterscotch Gold Ice Cream, 1 L Tub","Enjoy guilt free pure indulgence of this Butterscotch gold Ice cream with your friends-a crunchy creamy delight for ice cream lovers , filled with the goodness of real milk and cashewnuts."
410598,Cream Pot Clasic Chocolate 1L,Delicious Chocolate ice cream with chewy chocolate flavour along with goodness of real milk that is a treat for the tastebuds!
410644,Cream Pot Butter Scotch 1L,A perfect ice cream that brings a cooling and refreshing feel! Enjoy the authentic taste of real ice cream in Butterscotch flavour.
415032,Cream Pot Malaistick Kulfi 75g,"Creamy and delicious Malai stick Kulfi is a delicious frozen dessert flavored with milk solids,sugar dry fruits,cardamom and saffron.It is a perfect summer treat for everyone!"
249944,Apple granny smith,sweet-tart flavor and crisp texture make them an apple that is as wonderful for cooking and baking
